date,station,swe_name,lat_name,count,factor
2008-03-27,Eskilstuna,Al,Alnus,2,1.2
2008-03-27,Eskilstuna,Alm,Ulmus,1,1.2
2008-03-28,Eskilstuna,Al,Alnus,1,1.2
2008-03-28,Eskilstuna,Hassel,Corylus,1,1.2
2008-03-28,Eskilstuna,Sälg och viden,Salix,1,1.2
2008-03-29,Eskilstuna,Sälg och viden,Salix,1,1.2
2008-03-29,Eskilstuna,Alm,Ulmus,1,1.2
2008-03-30,Eskilstuna,Al,Alnus,2,1.2
2008-03-30,Eskilstuna,Alm,Ulmus,1,1.2
2008-03-31,Eskilstuna,Al,Alnus,2,1.2
2008-03-31,Eskilstuna,Sälg och viden,Salix,1,1.2
2008-03-31,Eskilstuna,Alm,Ulmus,1,1.2
2008-04-01,Eskilstuna,Al,Alnus,1,1.2
2008-04-01,Eskilstuna,Sälg och viden,Salix,5,1.2
2008-04-01,Eskilstuna,Alm,Ulmus,1,1.2
2008-04-02,Eskilstuna,Al,Alnus,3,1.2
2008-04-02,Eskilstuna,Sälg och viden,Salix,8,1.2
2008-04-02,Eskilstuna,Alm,Ulmus,12,1.2
2008-04-03,Eskilstuna,Al,Alnus,9,1.2
2008-04-03,Eskilstuna,Sälg och viden,Salix,1,1.2
2008-04-03,Eskilstuna,Alm,Ulmus,9,1.2
2008-04-04,Eskilstuna,Al,Alnus,1,1.2
2008-04-04,Eskilstuna,Sälg och viden,Salix,5,1.2
2008-04-04,Eskilstuna,Alm,Ulmus,50,1.2
2008-04-05,Eskilstuna,Sälg och viden,Salix,8,1.2
2008-04-05,Eskilstuna,Alm,Ulmus,47,1.2
2008-04-06,Eskilstuna,Sälg och viden,Salix,6,1.2
2008-04-06,Eskilstuna,Alm,Ulmus,4,1.2
2008-04-07,Eskilstuna,Sälg och viden,Salix,1,1.2
2008-04-07,Eskilstuna,Alm,Ulmus,1,1.2
2008-04-08,Eskilstuna,Al,Alnus,1,1.2
2008-04-08,Eskilstuna,Sälg och viden,Salix,7,1.2
2008-04-08,Eskilstuna,Alm,Ulmus,4,1.2
2008-04-09,Eskilstuna,Alm,Ulmus,1,1.2
2008-04-10,Eskilstuna,Alm,Ulmus,2,1.2
2008-04-11,Eskilstuna,Sälg och viden,Salix,1,1.2
2008-04-11,Eskilstuna,Alm,Ulmus,2,1.2
2008-04-12,Eskilstuna,Sälg och viden,Salix,15,1.2
2008-04-12,Eskilstuna,Alm,Ulmus,1,1.2
2008-04-13,Eskilstuna,Sälg och viden,Salix,4,1.2
2008-04-14,Eskilstuna,Björk,Betula,1,1.2
2008-04-14,Eskilstuna,Sälg och viden,Salix,6,1.2
2008-04-14,Eskilstuna,Alm,Ulmus,16,1.2
2008-04-15,Eskilstuna,Sälg och viden,Salix,2,1.2
2008-04-15,Eskilstuna,Alm,Ulmus,5,1.2
2008-02-29,Norrköping,Al,Alnus,9,1.2
2008-02-29,Norrköping,Hassel,Corylus,1,1.2
2008-03-01,Norrköping,Al,Alnus,4,1.2
2008-03-03,Norrköping,Al,Alnus,6,1.2
2008-03-04,Norrköping,Al,Alnus,4,1.2
2008-03-04,Norrköping,Hassel,Corylus,2,1.2
2008-03-05,Norrköping,Al,Alnus,4,1.2
2008-03-05,Norrköping,Hassel,Corylus,2,1.2
2008-03-06,Norrköping,Al,Alnus,7,1.2
2008-03-06,Norrköping,Hassel,Corylus,2,1.2
2008-03-06,Norrköping,Sälg och viden,Salix,2,1.2
2008-03-07,Norrköping,Al,Alnus,11,1.2
2008-03-07,Norrköping,Hassel,Corylus,1,1.2
2008-03-08,Norrköping,Al,Alnus,3,1.2
2008-03-09,Norrköping,Al,Alnus,15,1.2
2008-03-09,Norrköping,Hassel,Corylus,2,1.2
2008-03-09,Norrköping,Sälg och viden,Salix,1,1.2
2008-03-09,Norrköping,Alm,Ulmus,1,1.2
2008-03-10,Norrköping,Al,Alnus,5,1.2
2008-03-11,Norrköping,Al,Alnus,13,1.2
2008-03-11,Norrköping,Hassel,Corylus,1,1.2
2008-03-11,Norrköping,Sälg och viden,Salix,4,1.2
2008-03-11,Norrköping,Alm,Ulmus,1,1.2
2008-03-14,Norrköping,Alm,Ulmus,2,1.2
2008-03-15,Norrköping,Al,Alnus,1,1.2
2008-03-17,Norrköping,Alm,Ulmus,1,1.2
2008-03-18,Norrköping,Al,Alnus,3,1.2
2008-03-18,Norrköping,Alm,Ulmus,2,1.2
2008-03-19,Norrköping,Alm,Ulmus,1,1.2
2008-03-20,Norrköping,Hassel,Corylus,1,1.2
2008-03-21,Norrköping,Al,Alnus,4,1.2
2008-03-21,Norrköping,Hassel,Corylus,1,1.2
2008-03-21,Norrköping,Sälg och viden,Salix,1,1.2
2008-03-21,Norrköping,Alm,Ulmus,3,1.2
2008-03-22,Norrköping,Al,Alnus,3,1.2
2008-03-22,Norrköping,Alm,Ulmus,2,1.2
2008-03-23,Norrköping,Al,Alnus,1,1.2
2008-03-23,Norrköping,Hassel,Corylus,1,1.2
2008-03-24,Norrköping,Al,Alnus,2,1.2
2008-03-24,Norrköping,Alm,Ulmus,1,1.2
2008-03-26,Norrköping,Al,Alnus,6,1.2
2008-03-26,Norrköping,Alm,Ulmus,1,1.2
2008-03-27,Norrköping,Al,Alnus,2,1.2
2008-03-27,Norrköping,Sälg och viden,Salix,1,1.2
2008-03-27,Norrköping,Alm,Ulmus,1,1.2
2008-03-28,Norrköping,Al,Alnus,1,1.2
2008-03-29,Norrköping,Al,Alnus,5,1.2
2008-03-29,Norrköping,Alm,Ulmus,3,1.2
2008-03-30,Norrköping,Al,Alnus,3,1.2
2008-03-30,Norrköping,Sälg och viden,Salix,2,1.2
2008-03-31,Norrköping,Sälg och viden,Salix,2,1.2
2008-03-31,Norrköping,Alm,Ulmus,3,1.2
2008-04-01,Norrköping,Al,Alnus,1,1.2
2008-04-01,Norrköping,Sälg och viden,Salix,2,1.2
2008-04-01,Norrköping,Alm,Ulmus,3,1.2
2008-04-02,Norrköping,Al,Alnus,2,1.2
2008-04-02,Norrköping,Sälg och viden,Salix,1,1.2
2008-04-02,Norrköping,Alm,Ulmus,2,1.2
2008-04-04,Norrköping,Al,Alnus,1,1.2
2008-04-06,Norrköping,Björk,Betula,1,1.2
2008-04-03,Norrköping,Al,Alnus,2,1.2
2008-04-03,Norrköping,Sälg och viden,Salix,7,1.2
2008-04-03,Norrköping,Alm,Ulmus,20,1.2
2008-04-04,Norrköping,Sälg och viden,Salix,16,1.2
2008-04-04,Norrköping,Alm,Ulmus,11,1.2
2008-04-05,Norrköping,Sälg och viden,Salix,3,1.2
2008-04-05,Norrköping,Alm,Ulmus,2,1.2
2008-04-06,Norrköping,Sälg och viden,Salix,21,1.2
2008-04-06,Norrköping,Alm,Ulmus,3,1.2
2008-04-07,Norrköping,Björk,Betula,1,1.2
2008-04-07,Norrköping,Sälg och viden,Salix,6,1.2
2008-04-07,Norrköping,Alm,Ulmus,1,1.2
2008-04-08,Norrköping,Sälg och viden,Salix,6,1.2
2008-04-08,Norrköping,Alm,Ulmus,6,1.2
2008-04-09,Norrköping,Sälg och viden,Salix,1,1.2
2008-04-09,Norrköping,Alm,Ulmus,1,1.2
2008-04-10,Norrköping,Björk,Betula,1,1.2
2008-04-10,Norrköping,Sälg och viden,Salix,2,1.2
2008-04-10,Norrköping,Alm,Ulmus,1,1.2
2008-04-11,Norrköping,Sälg och viden,Salix,20,1.2
2008-04-12,Norrköping,Sälg och viden,Salix,27,1.2
2008-04-12,Norrköping,Alm,Ulmus,1,1.2
2008-04-13,Norrköping,Al,Alnus,1,1.2
2008-04-13,Norrköping,Sälg och viden,Salix,25,1.2
2008-04-13,Norrköping,Alm,Ulmus,1,1.2
2008-04-14,Norrköping,Björk,Betula,2,1.2
2008-04-14,Norrköping,Sälg och viden,Salix,15,1.2
2008-04-14,Norrköping,Alm,Ulmus,5,1.2
2008-04-15,Norrköping,Sälg och viden,Salix,14,1.2
2008-04-15,Norrköping,Alm,Ulmus,1,1.2
2008-04-16,Norrköping,Sälg och viden,Salix,12,1.2
2008-04-16,Norrköping,Alm,Ulmus,21,1.2
2008-04-17,Norrköping,Björk,Betula,1,1.2
2008-04-17,Norrköping,Sälg och viden,Salix,7,1.2
2008-04-17,Norrköping,Alm,Ulmus,25,1.2
2008-02-15,Västervik,Hassel,Corylus,1,1.25
2008-02-16,Västervik,Al,Alnus,3,1.25
2008-02-16,Västervik,Hassel,Corylus,1,1.25
2008-02-17,Västervik,Al,Alnus,3,1.25
2008-02-17,Västervik,Hassel,Corylus,1,1.25
2008-02-18,Västervik,Al,Alnus,9,1.25
2008-02-18,Västervik,Hassel,Corylus,5,1.25
2008-02-19,Västervik,Al,Alnus,1,1.25
2008-02-19,Västervik,Hassel,Corylus,1,1.25
2008-02-20,Västervik,Al,Alnus,2,1.25
2008-02-21,Västervik,Al,Alnus,17,1.25
2008-02-21,Västervik,Hassel,Corylus,2,1.25
2008-02-22,Västervik,Al,Alnus,30,1.25
2008-02-22,Västervik,Hassel,Corylus,12,1.25
2008-02-23,Västervik,Al,Alnus,7,1.25
2008-02-23,Västervik,Hassel,Corylus,4,1.25
2008-02-24,Västervik,Al,Alnus,36,1.25
2008-02-24,Västervik,Hassel,Corylus,6,1.25
2008-02-28,Västervik,Al,Alnus,15,1.25
2008-02-28,Västervik,Hassel,Corylus,2,1.25
2008-02-29,Västervik,Al,Alnus,7,1.25
2008-02-29,Västervik,Hassel,Corylus,2,1.25
2008-03-01,Västervik,Al,Alnus,3,1.25
2008-03-04,Västervik,Al,Alnus,4,1.25
2008-03-04,Västervik,Hassel,Corylus,1,1.25
2008-03-05,Västervik,Al,Alnus,11,1.25
2008-03-05,Västervik,Hassel,Corylus,1,1.25
2008-03-06,Västervik,Al,Alnus,9,1.25
2008-03-06,Västervik,Hassel,Corylus,1,1.25
2008-03-07,Västervik,Al,Alnus,10,1.25
2008-03-07,Västervik,Hassel,Corylus,2,1.25
2008-03-07,Västervik,Alm,Ulmus,1,1.25
2008-03-08,Västervik,Al,Alnus,14,1.25
2008-03-08,Västervik,Hassel,Corylus,2,1.25
2008-03-09,Västervik,Al,Alnus,11,1.25
2008-03-09,Västervik,Hassel,Corylus,1,1.25
2008-03-10,Västervik,Al,Alnus,3,1.25
2008-03-10,Västervik,Hassel,Corylus,1,1.25
2008-03-10,Västervik,Sälg och viden,Salix,1,1.25
2008-03-11,Västervik,Al,Alnus,23,1.25
2008-03-11,Västervik,Hassel,Corylus,2,1.25
2008-03-11,Västervik,Sälg och viden,Salix,2,1.25
2008-03-11,Västervik,Alm,Ulmus,1,1.25
2008-03-12,Västervik,Al,Alnus,3,1.25
2008-03-14,Västervik,Alm,Ulmus,1,1.25
2008-03-15,Västervik,Al,Alnus,2,1.25
2008-03-15,Västervik,Alm,Ulmus,11,1.25
2008-03-16,Västervik,Al,Alnus,1,1.25
2008-03-16,Västervik,Hassel,Corylus,2,1.25
2008-03-16,Västervik,Alm,Ulmus,5,1.25
2008-03-17,Västervik,Al,Alnus,4,1.25
2008-03-17,Västervik,Hassel,Corylus,2,1.25
2008-03-17,Västervik,Alm,Ulmus,4,1.25
2008-03-18,Västervik,Alm,Ulmus,2,1.25
2008-03-19,Västervik,Alm,Ulmus,9,1.25
1976-04-03,Eskilstuna,Al,Alnus,1,1.2
1976-04-03,Eskilstuna,Hassel,Corylus,2,1.2
1976-04-04,Eskilstuna,Al,Alnus,1,1.2
1976-04-06,Eskilstuna,Al,Alnus,3,1.2
1976-04-07,Eskilstuna,Al,Alnus,8,1.2
1976-04-07,Eskilstuna,Hassel,Corylus,2,1.2
1976-04-08,Eskilstuna,Al,Alnus,41,1.2
1976-04-09,Eskilstuna,Al,Alnus,37,1.2
1976-04-09,Eskilstuna,Hassel,Corylus,4,1.2
1976-04-10,Eskilstuna,Al,Alnus,293,1.2
1976-04-10,Eskilstuna,Hassel,Corylus,53,1.2
1976-04-11,Eskilstuna,Al,Alnus,561,1.2
1976-04-11,Eskilstuna,Hassel,Corylus,25,1.2
1976-04-12,Eskilstuna,Al,Alnus,593,1.2
1976-04-12,Eskilstuna,Hassel,Corylus,9,1.2
1976-04-12,Eskilstuna,Alm,Ulmus,3,1.2
1976-04-13,Eskilstuna,Al,Alnus,789,1.2
1976-04-13,Eskilstuna,Hassel,Corylus,15,1.2
1976-04-13,Eskilstuna,Alm,Ulmus,1,1.2
1976-04-14,Eskilstuna,Al,Alnus,346,1.2
1976-04-14,Eskilstuna,Hassel,Corylus,6,1.2
1976-04-15,Eskilstuna,Al,Alnus,1186,1.2
1976-04-15,Eskilstuna,Hassel,Corylus,18,1.2
1976-04-16,Eskilstuna,Al,Alnus,605,1.2
1976-04-16,Eskilstuna,Hassel,Corylus,8,1.2
1976-04-17,Eskilstuna,Al,Alnus,358,1.2
1976-04-17,Eskilstuna,Hassel,Corylus,9,1.2
1976-04-17,Eskilstuna,Alm,Ulmus,2,1.2
1976-04-18,Eskilstuna,Al,Alnus,59,1.2
1976-04-18,Eskilstuna,Sälg och viden,Salix,3,1.2
1976-04-18,Eskilstuna,Björk,Betula,1,1.2
1976-04-19,Eskilstuna,Al,Alnus,24,1.2
1976-04-19,Eskilstuna,Hassel,Corylus,1,1.2
1976-04-19,Eskilstuna,Sälg och viden,Salix,20,1.2
1976-04-20,Eskilstuna,Al,Alnus,45,1.2
1976-04-20,Eskilstuna,Sälg och viden,Salix,15,1.2
1976-04-21,Eskilstuna,Al,Alnus,31,1.2
1976-04-21,Eskilstuna,Sälg och viden,Salix,4,1.2
1976-04-21,Eskilstuna,Hassel,Corylus,2,1.2
1976-04-21,Eskilstuna,Alm,Ulmus,1,1.2
1976-04-22,Eskilstuna,Al,Alnus,30,1.2
1976-04-22,Eskilstuna,Hassel,Corylus,1,1.2
1976-04-22,Eskilstuna,Sälg och viden,Salix,3,1.2
1976-04-23,Eskilstuna,Al,Alnus,61,1.2
1976-04-23,Eskilstuna,Hassel,Corylus,1,1.2
1976-04-23,Eskilstuna,Sälg och viden,Salix,6,1.2
1976-04-24,Eskilstuna,Al,Alnus,23,1.2
1976-04-24,Eskilstuna,Alm,Ulmus,2,1.2
1976-04-24,Eskilstuna,Sälg och viden,Salix,14,1.2
1976-04-25,Eskilstuna,Al,Alnus,9,1.2
1976-04-25,Eskilstuna,Alm,Ulmus,3,1.2
1976-04-25,Eskilstuna,Sälg och viden,Salix,18,1.2
1976-04-25,Eskilstuna,Hassel,Corylus,1,1.2
1976-04-26,Eskilstuna,Al,Alnus,11,1.2
1976-04-26,Eskilstuna,Sälg och viden,Salix,1,1.2
1976-04-26,Eskilstuna,Alm,Ulmus,15,1.2
1976-04-27,Eskilstuna,Al,Alnus,40,1.2
1976-04-27,Eskilstuna,Alm,Ulmus,2,1.2
1976-04-27,Eskilstuna,Hassel,Corylus,3,1.2
1976-04-27,Eskilstuna,Sälg och viden,Salix,6,1.2
1976-04-27,Eskilstuna,Björk,Betula,1,1.2
1976-04-28,Eskilstuna,Al,Alnus,5,1.2
1976-04-28,Eskilstuna,Alm,Ulmus,3,1.2
1976-04-29,Eskilstuna,Al,Alnus,6,1.2
1976-04-29,Eskilstuna,Alm,Ulmus,3,1.2
1976-04-29,Eskilstuna,Björk,Betula,1,1.2
1976-04-29,Eskilstuna,Sälg och viden,Salix,2,1.2
1976-04-30,Eskilstuna,Al,Alnus,10,1.2
1976-04-30,Eskilstuna,Alm,Ulmus,7,1.2
1976-04-30,Eskilstuna,Sälg och viden,Salix,9,1.2
1976-05-01,Eskilstuna,Al,Alnus,4,1.2
1976-05-01,Eskilstuna,Sälg och viden,Salix,1,1.2
1976-05-01,Eskilstuna,Alm,Ulmus,18,1.2
1976-05-01,Eskilstuna,Björk,Betula,1,1.2
1976-05-02,Eskilstuna,Alm,Ulmus,35,1.2
1976-05-02,Eskilstuna,Al,Alnus,5,1.2
1976-05-02,Eskilstuna,Björk,Betula,2,1.2
1976-05-02,Eskilstuna,Sälg och viden,Salix,10,1.2
1976-05-03,Eskilstuna,Björk,Betula,1,1.2
1976-05-03,Eskilstuna,Alm,Ulmus,14,1.2
1976-05-04,Eskilstuna,Alm,Ulmus,41,1.2
1976-05-04,Eskilstuna,Sälg och viden,Salix,35,1.2
1976-05-04,Eskilstuna,Al,Alnus,4,1.2
1976-05-04,Eskilstuna,Björk,Betula,2,1.2
1976-05-05,Eskilstuna,Alm,Ulmus,11,1.2
1976-05-05,Eskilstuna,Al,Alnus,1,1.2
1976-05-05,Eskilstuna,Sälg och viden,Salix,1,1.2
1976-05-06,Eskilstuna,Alm,Ulmus,335,1.2
1976-05-06,Eskilstuna,Al,Alnus,3,1.2
1976-05-06,Eskilstuna,Sälg och viden,Salix,34,1.2
1976-05-07,Eskilstuna,Alm,Ulmus,74,1.2
1976-05-07,Eskilstuna,Al,Alnus,3,1.2
1976-05-07,Eskilstuna,Sälg och viden,Salix,17,1.2
1976-05-07,Eskilstuna,Björk,Betula,15,1.2
1976-05-08,Eskilstuna,Björk,Betula,134,1.2
1976-05-08,Eskilstuna,Alm,Ulmus,43,1.2
1976-05-08,Eskilstuna,Sälg och viden,Salix,47,1.2
1976-05-09,Eskilstuna,Björk,Betula,958,1.4
1976-05-09,Eskilstuna,Sälg och viden,Salix,56,1.4
1976-05-09,Eskilstuna,Alm,Ulmus,15,1.4
1976-05-09,Eskilstuna,Al,Alnus,3,1.4
1976-05-09,Eskilstuna,Ek,Quercus,1,1.4
1976-05-10,Eskilstuna,Björk,Betula,3431,1.4
1976-05-10,Eskilstuna,Sälg och viden,Salix,15,1.4
1976-05-10,Eskilstuna,Alm,Ulmus,9,1.4
1976-05-10,Eskilstuna,Al,Alnus,4,1.4
1976-05-11,Eskilstuna,Al,Alnus,3,1.4
1976-05-11,Eskilstuna,Björk,Betula,3239,1.4
1976-05-11,Eskilstuna,Sälg och viden,Salix,23,1.4
1976-05-11,Eskilstuna,Alm,Ulmus,13,1.4
1976-05-12,Eskilstuna,Björk,Betula,666,1.4
1976-05-12,Eskilstuna,Alm,Ulmus,3,1.4
1976-05-13,Eskilstuna,Björk,Betula,926,1.4
1976-05-13,Eskilstuna,Alm,Ulmus,1,1.4
1976-05-13,Eskilstuna,Sälg och viden,Salix,11,1.4
1976-05-14,Eskilstuna,Björk,Betula,188,1.4
1976-05-14,Eskilstuna,Alm,Ulmus,3,1.4
1976-05-15,Eskilstuna,Björk,Betula,557,1.4
1976-05-15,Eskilstuna,Sälg och viden,Salix,2,1.4
1976-05-15,Eskilstuna,Al,Alnus,1,1.4
1976-05-16,Eskilstuna,Björk,Betula,1224,1.4
1976-05-16,Eskilstuna,Sälg och viden,Salix,6,1.4
1976-05-16,Eskilstuna,Ek,Quercus,3,1.4
1976-05-16,Eskilstuna,Alm,Ulmus,6,1.4
1976-05-17,Eskilstuna,Björk,Betula,1041,1.4
1976-05-17,Eskilstuna,Ek,Quercus,3,1.4
1976-05-17,Eskilstuna,Sälg och viden,Salix,4,1.4
1976-05-17,Eskilstuna,Gräs,Poaceae,1,1.4
1976-05-18,Eskilstuna,Björk,Betula,908,1.4
1976-05-18,Eskilstuna,Sälg och viden,Salix,10,1.4
1976-05-18,Eskilstuna,Gräs,Poaceae,3,1.4
1976-05-19,Eskilstuna,Björk,Betula,498,1.4
1976-05-19,Eskilstuna,Sälg och viden,Salix,38,1.4
1976-05-19,Eskilstuna,Alm,Ulmus,1,1.4
1976-05-19,Eskilstuna,Al,Alnus,1,1.4
1976-05-19,Eskilstuna,Gräs,Poaceae,2,1.4
1976-05-20,Eskilstuna,Björk,Betula,385,1.4
1976-05-20,Eskilstuna,Sälg och viden,Salix,30,1.4
1976-05-20,Eskilstuna,Gräs,Poaceae,5,1.4
1976-05-20,Eskilstuna,Al,Alnus,1,1.4
1976-05-20,Eskilstuna,Alm,Ulmus,1,1.4
1976-05-20,Eskilstuna,Ek,Quercus,3,1.4
1976-05-21,Eskilstuna,Björk,Betula,308,1.4
1976-05-21,Eskilstuna,Alm,Ulmus,1,1.4
1976-05-21,Eskilstuna,Sälg och viden,Salix,27,1.4
1976-05-21,Eskilstuna,Gräs,Poaceae,2,1.4
1976-05-22,Eskilstuna,Björk,Betula,99,1.4
1976-05-22,Eskilstuna,Sälg och viden,Salix,19,1.4
1976-05-22,Eskilstuna,Ek,Quercus,7,1.4
1976-05-22,Eskilstuna,Al,Alnus,1,1.4
1976-05-23,Eskilstuna,Björk,Betula,59,1.4
1976-05-23,Eskilstuna,Ek,Quercus,126,1.4
1976-05-23,Eskilstuna,Al,Alnus,1,1.4
1976-05-23,Eskilstuna,Gräs,Poaceae,2,1.4
1976-05-23,Eskilstuna,Sälg och viden,Salix,7,1.4
1976-05-24,Eskilstuna,Björk,Betula,54,1.4
1976-05-24,Eskilstuna,Ek,Quercus,275,1.4
1976-05-24,Eskilstuna,Sälg och viden,Salix,4,1.4
1976-05-24,Eskilstuna,Al,Alnus,1,1.4
1976-05-25,Eskilstuna,Björk,Betula,44,1.4
1976-05-25,Eskilstuna,Ek,Quercus,262,1.4
1976-05-25,Eskilstuna,Gräs,Poaceae,1,1.4
1976-05-25,Eskilstuna,Sälg och viden,Salix,11,1.4
1976-05-25,Eskilstuna,Al,Alnus,3,1.4
1976-05-26,Eskilstuna,Björk,Betula,115,1.4
1976-05-26,Eskilstuna,Ek,Quercus,183,1.4
1976-05-26,Eskilstuna,Gräs,Poaceae,2,1.4
1976-05-26,Eskilstuna,Sälg och viden,Salix,24,1.4
1976-05-26,Eskilstuna,Al,Alnus,3,1.4
1976-05-27,Eskilstuna,Björk,Betula,46,1.4
1976-05-27,Eskilstuna,Sälg och viden,Salix,13,1.4
1976-05-27,Eskilstuna,Ek,Quercus,34,1.4
1976-05-27,Eskilstuna,Gräs,Poaceae,3,1.4
1976-05-28,Eskilstuna,Björk,Betula,10,1.4
1976-05-28,Eskilstuna,Ek,Quercus,11,1.4
1976-05-29,Eskilstuna,Björk,Betula,9,1.4
1976-05-29,Eskilstuna,Al,Alnus,4,1.4
1976-05-29,Eskilstuna,Ek,Quercus,2,1.4
1976-05-30,Eskilstuna,Björk,Betula,2,1.4
1976-05-30,Eskilstuna,Al,Alnus,1,1.4
1976-05-30,Eskilstuna,Ek,Quercus,6,1.4
1976-05-31,Eskilstuna,Björk,Betula,6,1.4
1976-05-31,Eskilstuna,Sälg och viden,Salix,10,1.4
1976-06-01,Eskilstuna,Ek,Quercus,42,1.4
1976-06-01,Eskilstuna,Björk,Betula,19,1.4
1976-06-01,Eskilstuna,Al,Alnus,12,1.4
1976-06-01,Eskilstuna,Sälg och viden,Salix,2,1.4
1976-06-02,Eskilstuna,Björk,Betula,31,1.4
1976-06-02,Eskilstuna,Ek,Quercus,21,1.4
1976-06-02,Eskilstuna,Al,Alnus,2,1.4
1976-06-02,Eskilstuna,Sälg och viden,Salix,7,1.4
1976-06-02,Eskilstuna,Gräs,Poaceae,3,1.4
1976-06-03,Eskilstuna,Björk,Betula,7,1.4
1976-06-03,Eskilstuna,Sälg och viden,Salix,1,1.4
